perovskite_formula,current_density,repetition_index,VRHE,RA,RB,t,mu,QA,Nd,XA,XB,mu_t
SrCoO3,5.0,rep5,1.671,1.44,0.53,1.049376553,0.392592593,2.0,5.0,0.95,1.88,0.374119844
SrCoO3,5.0,rep6,1.666,1.44,0.53,1.049376553,0.392592593,2.0,5.0,0.95,1.88,0.374119844
SrCoO3,5.0,rep7,1.672,1.44,0.53,1.049376553,0.392592593,2.0,5.0,0.95,1.88,0.374119844
SrCoO3,5.0,rep8,1.662,1.44,0.53,1.049376553,0.392592593,2.0,5.0,0.95,1.88,0.374119844
SrCoO3,5.0,rep9,1.669,1.44,0.53,1.049376553,0.392592593,2.0,5.0,0.95,1.88,0.374119844
SrCoO3,5.0,rep10,1.676,1.44,0.53,1.049376553,0.392592593,2.0,5.0,0.95,1.88,0.374119844
SrCoO3,5.0,rep11,1.677,1.44,0.53,1.049376553,0.392592593,2.0,5.0,0.95,1.88,0.374119844
SrCoO3,5.0,rep12,1.662,1.44,0.53,1.049376553,0.392592593,2.0,5.0,0.95,1.88,0.374119844
Ba0.5Sr0.5Co0.8Fe0.2O3,5.0,rep1,1.614,1.525,0.528,1.0824984,0.391111111,2.0,4.8,0.92,1.87,0.361304101
Ba0.5Sr0.5Co0.8Fe0.2O3,5.0,rep2,1.663,1.525,0.528,1.0824984,0.391111111,2.0,4.8,0.92,1.87,0.361304101
Ba0.5Sr0.5Co0.8Fe0.2O3,5.0,rep3,1.639,1.525,0.528,1.0824984,0.391111111,2.0,4.8,0.92,1.87,0.361304101
Ba0.5Sr0.5Co0.8Fe0.2O3,5.0,rep4,1.628,1.525,0.528,1.0824984,0.391111111,2.0,4.8,0.92,1.87,0.361304101
Ba0.5Sr0.5Co0.8Fe0.2O3,5.0,rep5,1.622,1.525,0.528,1.0824984,0.391111111,2.0,4.8,0.92,1.87,0.361304101
Ba0.5Sr0.5Co0.8Fe0.2O3,5.0,rep6,1.624,1.525,0.528,1.0824984,0.391111111,2.0,4.8,0.92,1.87,0.361304101
Ba0.5Sr0.5Co0.8Fe0.2O3,5.0,rep7,1.646,1.525,0.528,1.0824984,0.391111111,2.0,4.8,0.92,1.87,0.361304101
Ba0.5Sr0.5Co0.8Fe0.2O3,5.0,rep8,1.653,1.525,0.528,1.0824984,0.391111111,2.0,4.8,0.92,1.87,0.361304101
Ba0.5Sr0.5Co0.8Fe0.2O3,5.0,rep9,1.634,1.525,0.528,1.0824984,0.391111111,2.0,4.8,0.92,1.87,0.361304101
Ba0.5Sr0.5Co0.8Fe0.2O3,5.0,rep10,1.652,1.525,0.528,1.0824984,0.391111111,2.0,4.8,0.92,1.87,0.361304101
Ba0.5Sr0.5Co0.8Fe0.2O3,5.0,rep11,1.622,1.525,0.528,1.0824984,0.391111111,2.0,4.8,0.92,1.87,0.361304101
Ba0.5Sr0.5Co0.8Fe0.2O3,5.0,rep12,1.662,1.525,0.528,1.0824984,0.391111111,2.0,4.8,0.92,1.87,0.361304101
BaFeO3,5.0,rep1,1.676,1.61,0.52,1.119270627,0.385185185,2.0,4.0,0.89,1.83,0.344139456
BaFeO3,5.0,rep2,1.696,1.61,0.52,1.119270627,0.385185185,2.0,4.0,0.89,1.83,0.344139456
BaFeO3,5.0,rep3,1.686,1.61,0.52,1.119270627,0.385185185,2.0,4.0,0.89,1.83,0.344139456
BaFeO3,5.0,rep4,1.69,1.61,0.52,1.119270627,0.385185185,2.0,4.0,0.89,1.83,0.344139456
BaFeO3,5.0,rep5,1.686,1.61,0.52,1.119270627,0.385185185,2.0,4.0,0.89,1.83,0.344139456
BaFeO3,5.0,rep6,1.69,1.61,0.52,1.119270627,0.385185185,2.0,4.0,0.89,1.83,0.344139456
BaFeO3,5.0,rep7,1.679,1.61,0.52,1.119270627,0.385185185,2.0,4.0,0.89,1.83,0.344139456
BaFeO3,5.0,rep8,1.687,1.61,0.52,1.119270627,0.385185185,2.0,4.0,0.89,1.83,0.344139456
BaFeO3,5.0,rep9,1.688,1.61,0.52,1.119270627,0.385185185,2.0,4.0,0.89,1.83,0.344139456
BaFeO3,5.0,rep10,1.69,1.61,0.52,1.119270627,0.385185185,2.0,4.0,0.89,1.83,0.344139456
BaFeO3,5.0,rep11,1.678,1.61,0.52,1.119270627,0.385185185,2.0,4.0,0.89,1.83,0.344139456
BaFeO3,5.0,rep12,1.964,1.61,0.52,1.119270627,0.385185185,2.0,4.0,0.89,1.83,0.344139456
LaMnO3,10.0,rep1,1.906,1.36,0.58,0.992880506,0.42962963,3.0,4.0,1.1,1.55,0.432710308
LaMnO3,10.0,rep2,1.903,1.36,0.58,0.992880506,0.42962963,3.0,4.0,1.1,1.55,0.432710308
LaMnO3,10.0,rep3,1.89,1.36,0.58,0.992880506,0.42962963,3.0,4.0,1.1,1.55,0.432710308
LaMnO3,10.0,rep4,1.898,1.36,0.58,0.992880506,0.42962963,3.0,4.0,1.1,1.55,0.432710308
LaMnO3,10.0,rep5,1.909,1.36,0.58,0.992880506,0.42962963,3.0,4.0,1.1,1.55,0.432710308
LaMnO3,10.0,rep6,1.892,1.36,0.58,0.992880506,0.42962963,3.0,4.0,1.1,1.55,0.432710308
LaMnO3,10.0,rep7,1.907,1.36,0.58,0.992880506,0.42962963,3.0,4.0,1.1,1.55,0.432710308
LaMnO3,10.0,rep8,1.908,1.36,0.58,0.992880506,0.42962963,3.0,4.0,1.1,1.55,0.432710308
LaMnO3,10.0,rep9,1.9,1.36,0.58,0.992880506,0.42962963,3.0,4.0,1.1,1.55,0.432710308
LaMnO3,10.0,rep10,1.802,1.36,0.58,0.992880506,0.42962963,3.0,4.0,1.1,1.55,0.432710308
LaMnO3,10.0,rep11,1.806,1.36,0.58,0.992880506,0.42962963,3.0,4.0,1.1,1.55,0.432710308
LaMnO3,10.0,rep12,1.8,1.36,0.58,0.992880506,0.42962963,3.0,4.0,1.1,1.55,0.432710308
LaMn0.5Ni0.5O3,10.0,rep1,1.833,1.36,0.57,0.998051759,0.422222222,3.0,5.5,1.1,1.73,0.423046419
LaMn0.5Ni0.5O3,10.0,rep2,1.833,1.36,0.57,0.998051759,0.422222222,3.0,5.5,1.1,1.73,0.423046419
LaMn0.5Ni0.5O3,10.0,rep3,1.824,1.36,0.57,0.998051759,0.422222222,3.0,5.5,1.1,1.73,0.423046419
LaMn0.5Ni0.5O3,10.0,rep4,1.824,1.36,0.57,0.998051759,0.422222222,3.0,5.5,1.1,1.73,0.423046419
LaMn0.5Ni0.5O3,10.0,rep5,1.834,1.36,0.57,0.998051759,0.422222222,3.0,5.5,1.1,1.73,0.423046419
LaMn0.5Ni0.5O3,10.0,rep6,1.83,1.36,0.57,0.998051759,0.422222222,3.0,5.5,1.1,1.73,0.423046419
LaMn0.5Ni0.5O3,10.0,rep7,1.833,1.36,0.57,0.998051759,0.422222222,3.0,5.5,1.1,1.73,0.423046419
LaMn0.5Ni0.5O3,10.0,rep8,1.835,1.36,0.57,0.998051759,0.422222222,3.0,5.5,1.1,1.73,0.423046419
LaMn0.5Ni0.5O3,10.0,rep9,1.833,1.36,0.57,0.998051759,0.422222222,3.0,5.5,1.1,1.73,0.423046419
LaMn0.5Ni0.5O3,10.0,rep10,1.731,1.36,0.57,0.998051759,0.422222222,3.0,5.5,1.1,1.73,0.423046419
LaMn0.5Ni0.5O3,10.0,rep11,1.72,1.36,0.57,0.998051759,0.422222222,3.0,5.5,1.1,1.73,0.423046419
LaMn0.5Ni0.5O3,10.0,rep12,1.724,1.36,0.57,0.998051759,0.422222222,3.0,5.5,1.1,1.73,0.423046419
LaNiO3,10.0,rep1,1.808,1.36,0.56,1.003277161,0.414814815,3.0,7.0,1.1,1.91,0.41345984
LaNiO3,10.0,rep2,1.811,1.36,0.56,1.003277161,0.414814815,3.0,7.0,1.1,1.91,0.41345984
LaNiO3,10.0,rep3,1.799,1.36,0.56,1.003277161,0.414814815,3.0,7.0,1.1,1.91,0.41345984
LaNiO3,10.0,rep4,1.802,1.36,0.56,1.003277161,0.414814815,3.0,7.0,1.1,1.91,0.41345984
LaNiO3,10.0,rep5,1.812,1.36,0.56,1.003277161,0.414814815,3.0,7.0,1.1,1.91,0.41345984
LaNiO3,10.0,rep6,1.811,1.36,0.56,1.003277161,0.414814815,3.0,7.0,1.1,1.91,0.41345984
LaNiO3,10.0,rep7,1.806,1.36,0.56,1.003277161,0.414814815,3.0,7.0,1.1,1.91,0.41345984
LaNiO3,10.0,rep8,1.8,1.36,0.56,1.003277161,0.414814815,3.0,7.0,1.1,1.91,0.41345984
LaNiO3,10.0,rep9,1.804,1.36,0.56,1.003277161,0.414814815,3.0,7.0,1.1,1.91,0.41345984
LaNiO3,10.0,rep10,1.691,1.36,0.56,1.003277161,0.414814815,3.0,7.0,1.1,1.91,0.41345984
LaNiO3,10.0,rep11,1.7,1.36,0.56,1.003277161,0.414814815,3.0,7.0,1.1,1.91,0.41345984
LaNiO3,10.0,rep12,1.717,1.36,0.56,1.003277161,0.414814815,3.0,7.0,1.1,1.91,0.41345984
LaMn0.5Cu0.5O3,10.0,rep1,1.895,1.36,0.59,0.987762565,0.437037037,3.0,6.0,1.1,1.725,0.442451508
LaMn0.5Cu0.5O3,10.0,rep2,1.894,1.36,0.59,0.987762565,0.437037037,3.0,6.0,1.1,1.725,0.442451508
LaMn0.5Cu0.5O3,10.0,rep3,1.903,1.36,0.59,0.987762565,0.437037037,3.0,6.0,1.1,1.725,0.442451508
LaMn0.5Cu0.5O3,10.0,rep4,1.91,1.36,0.59,0.987762565,0.437037037,3.0,6.0,1.1,1.725,0.442451508
LaMn0.5Cu0.5O3,10.0,rep5,1.898,1.36,0.59,0.987762565,0.437037037,3.0,6.0,1.1,1.725,0.442451508
LaMn0.5Cu0.5O3,10.0,rep6,1.903,1.36,0.59,0.987762565,0.437037037,3.0,6.0,1.1,1.725,0.442451508
LaMn0.5Cu0.5O3,10.0,rep7,1.908,1.36,0.59,0.987762565,0.437037037,3.0,6.0,1.1,1.725,0.442451508
LaMn0.5Cu0.5O3,10.0,rep8,1.895,1.36,0.59,0.987762565,0.437037037,3.0,6.0,1.1,1.725,0.442451508
LaMn0.5Cu0.5O3,10.0,rep9,1.901,1.36,0.59,0.987762565,0.437037037,3.0,6.0,1.1,1.725,0.442451508
LaMn0.5Cu0.5O3,10.0,rep10,1.771,1.36,0.59,0.987762565,0.437037037,3.0,6.0,1.1,1.725,0.442451508
LaMn0.5Cu0.5O3,10.0,rep11,1.765,1.36,0.59,0.987762565,0.437037037,3.0,6.0,1.1,1.725,0.442451508
LaMn0.5Cu0.5O3,10.0,rep12,1.783,1.36,0.59,0.987762565,0.437037037,3.0,6.0,1.1,1.725,0.442451508
LaNi0.9Fe0.1O3,10.0,rep1,1.84,1.36,0.559,1.003802712,0.414074074,3.0,6.8,1.1,1.902,0.412505435
LaNi0.9Fe0.1O3,10.0,rep2,1.863,1.36,0.559,1.003802712,0.414074074,3.0,6.8,1.1,1.902,0.412505435
LaNi0.9Fe0.1O3,10.0,rep3,1.852,1.36,0.559,1.003802712,0.414074074,3.0,6.8,1.1,1.902,0.412505435
LaNi0.9Fe0.1O3,10.0,rep4,1.844,1.36,0.559,1.003802712,0.414074074,3.0,6.8,1.1,1.902,0.412505435
LaNi0.9Fe0.1O3,10.0,rep5,1.841,1.36,0.559,1.003802712,0.414074074,3.0,6.8,1.1,1.902,0.412505435
LaNi0.9Fe0.1O3,10.0,rep6,1.846,1.36,0.559,1.003802712,0.414074074,3.0,6.8,1.1,1.902,0.412505435
LaNi0.9Fe0.1O3,10.0,rep7,1.86,1.36,0.559,1.003802712,0.414074074,3.0,6.8,1.1,1.902,0.412505435
LaNi0.9Fe0.1O3,10.0,rep8,1.849,1.36,0.559,1.003802712,0.414074074,3.0,6.8,1.1,1.902,0.412505435
LaNi0.9Fe0.1O3,10.0,rep9,1.855,1.36,0.559,1.003802712,0.414074074,3.0,6.8,1.1,1.902,0.412505435
LaNi0.9Fe0.1O3,10.0,rep10,1.788,1.36,0.559,1.003802712,0.414074074,3.0,6.8,1.1,1.902,0.412505435
LaNi0.9Fe0.1O3,10.0,rep11,1.77,1.36,0.559,1.003802712,0.414074074,3.0,6.8,1.1,1.902,0.412505435
LaNi0.9Fe0.1O3,10.0,rep12,1.79,1.36,0.559,1.003802712,0.414074074,3.0,6.8,1.1,1.902,0.412505435
LaNi0.8Fe0.2O3,10.0,rep1,1.834,1.36,0.558,1.004328814,0.413333333,3.0,6.6,1.1,1.894,0.411551802
LaNi0.8Fe0.2O3,10.0,rep2,1.835,1.36,0.558,1.004328814,0.413333333,3.0,6.6,1.1,1.894,0.411551802
LaNi0.8Fe0.2O3,10.0,rep3,1.841,1.36,0.558,1.004328814,0.413333333,3.0,6.6,1.1,1.894,0.411551802
LaNi0.8Fe0.2O3,10.0,rep4,1.836,1.36,0.558,1.004328814,0.413333333,3.0,6.6,1.1,1.894,0.411551802
LaNi0.8Fe0.2O3,10.0,rep5,1.825,1.36,0.558,1.004328814,0.413333333,3.0,6.6,1.1,1.894,0.411551802
LaNi0.8Fe0.2O3,10.0,rep6,1.844,1.36,0.558,1.004328814,0.413333333,3.0,6.6,1.1,1.894,0.411551802
LaNi0.8Fe0.2O3,10.0,rep7,1.833,1.36,0.558,1.004328814,0.413333333,3.0,6.6,1.1,1.894,0.411551802
LaNi0.8Fe0.2O3,10.0,rep8,1.821,1.36,0.558,1.004328814,0.413333333,3.0,6.6,1.1,1.894,0.411551802
LaNi0.8Fe0.2O3,10.0,rep9,1.833,1.36,0.558,1.004328814,0.413333333,3.0,6.6,1.1,1.894,0.411551802
LaNi0.8Fe0.2O3,10.0,rep10,1.756,1.36,0.558,1.004328814,0.413333333,3.0,6.6,1.1,1.894,0.411551802
LaNi0.8Fe0.2O3,10.0,rep11,1.77,1.36,0.558,1.004328814,0.413333333,3.0,6.6,1.1,1.894,0.411551802
LaNi0.8Fe0.2O3,10.0,rep12,1.748,1.36,0.558,1.004328814,0.413333333,3.0,6.6,1.1,1.894,0.411551802
LaFeO3,10.0,rep1,1.791,1.36,0.55,1.008557567,0.407407407,3.0,5.0,1.1,1.83,0.403950573
LaFeO3,10.0,rep2,1.789,1.36,0.55,1.008557567,0.407407407,3.0,5.0,1.1,1.83,0.403950573
LaFeO3,10.0,rep3,1.787,1.36,0.55,1.008557567,0.407407407,3.0,5.0,1.1,1.83,0.403950573
LaFeO3,10.0,rep4,1.796,1.36,0.55,1.008557567,0.407407407,3.0,5.0,1.1,1.83,0.403950573
LaFeO3,10.0,rep5,1.787,1.36,0.55,1.008557567,0.407407407,3.0,5.0,1.1,1.83,0.403950573
LaFeO3,10.0,rep6,1.796,1.36,0.55,1.008557567,0.407407407,3.0,5.0,1.1,1.83,0.403950573
LaFeO3,10.0,rep7,1.792,1.36,0.55,1.008557567,0.407407407,3.0,5.0,1.1,1.83,0.403950573
LaFeO3,10.0,rep8,1.791,1.36,0.55,1.008557567,0.407407407,3.0,5.0,1.1,1.83,0.403950573
LaFeO3,10.0,rep9,1.787,1.36,0.55,1.008557567,0.407407407,3.0,5.0,1.1,1.83,0.403950573
LaFeO3,10.0,rep10,1.759,1.36,0.55,1.008557567,0.407407407,3.0,5.0,1.1,1.83,0.403950573
LaFeO3,10.0,rep11,1.765,1.36,0.55,1.008557567,0.407407407,3.0,5.0,1.1,1.83,0.403950573
LaFeO3,10.0,rep12,1.752,1.36,0.55,1.008557567,0.407407407,3.0,5.0,1.1,1.83,0.403950573
La0.5Pr0.5FeO3,10.0,rep1,1.777,1.365,0.55,1.010418374,0.407407407,3.0,5.0,1.115,1.83,0.40320665
La0.5Pr0.5FeO3,10.0,rep2,1.776,1.365,0.55,1.010418374,0.407407407,3.0,5.0,1.115,1.83,0.40320665
La0.5Pr0.5FeO3,10.0,rep3,1.781,1.365,0.55,1.010418374,0.407407407,3.0,5.0,1.115,1.83,0.40320665
La0.5Pr0.5FeO3,10.0,rep4,1.774,1.365,0.55,1.010418374,0.407407407,3.0,5.0,1.115,1.83,0.40320665
La0.5Pr0.5FeO3,10.0,rep5,1.776,1.365,0.55,1.010418374,0.407407407,3.0,5.0,1.115,1.83,0.40320665
La0.5Pr0.5FeO3,10.0,rep6,1.774,1.365,0.55,1.010418374,0.407407407,3.0,5.0,1.115,1.83,0.40320665
La0.5Pr0.5FeO3,10.0,rep7,1.776,1.365,0.55,1.010418374,0.407407407,3.0,5.0,1.115,1.83,0.40320665
La0.5Pr0.5FeO3,10.0,rep8,1.782,1.365,0.55,1.010418374,0.407407407,3.0,5.0,1.115,1.83,0.40320665
La0.5Pr0.5FeO3,10.0,rep9,1.777,1.365,0.55,1.010418374,0.407407407,3.0,5.0,1.115,1.83,0.40320665
La0.5Pr0.5FeO3,10.0,rep10,1.725,1.365,0.55,1.010418374,0.407407407,3.0,5.0,1.115,1.83,0.40320665
La0.5Pr0.5FeO3,10.0,rep11,1.722,1.365,0.55,1.010418374,0.407407407,3.0,5.0,1.115,1.83,0.40320665
La0.5Pr0.5FeO3,10.0,rep12,1.725,1.365,0.55,1.010418374,0.407407407,3.0,5.0,1.115,1.83,0.40320665
PrFeO3,10.0,rep1,1.796,1.37,0.55,1.012279181,0.407407407,3.0,5.0,1.13,1.83,0.402465461
PrFeO3,10.0,rep2,1.796,1.37,0.55,1.012279181,0.407407407,3.0,5.0,1.13,1.83,0.402465461
PrFeO3,10.0,rep3,1.8,1.37,0.55,1.012279181,0.407407407,3.0,5.0,1.13,1.83,0.402465461
PrFeO3,10.0,rep4,1.799,1.37,0.55,1.012279181,0.407407407,3.0,5.0,1.13,1.83,0.402465461
PrFeO3,10.0,rep5,1.797,1.37,0.55,1.012279181,0.407407407,3.0,5.0,1.13,1.83,0.402465461
PrFeO3,10.0,rep6,1.796,1.37,0.55,1.012279181,0.407407407,3.0,5.0,1.13,1.83,0.402465461
PrFeO3,10.0,rep7,1.798,1.37,0.55,1.012279181,0.407407407,3.0,5.0,1.13,1.83,0.402465461
PrFeO3,10.0,rep8,1.799,1.37,0.55,1.012279181,0.407407407,3.0,5.0,1.13,1.83,0.402465461
PrFeO3,10.0,rep9,1.798,1.37,0.55,1.012279181,0.407407407,3.0,5.0,1.13,1.83,0.402465461
PrFeO3,10.0,rep10,1.752,1.37,0.55,1.012279181,0.407407407,3.0,5.0,1.13,1.83,0.402465461
PrFeO3,10.0,rep11,1.76,1.37,0.55,1.012279181,0.407407407,3.0,5.0,1.13,1.83,0.402465461
PrFeO3,10.0,rep12,1.752,1.37,0.55,1.012279181,0.407407407,3.0,5.0,1.13,1.83,0.402465461
LaCoO3,10.0,rep1,1.797,1.36,0.545,1.011218669,0.403703704,3.0,6.0,1.1,1.88,0.399224931
LaCoO3,10.0,rep2,1.8,1.36,0.545,1.011218669,0.403703704,3.0,6.0,1.1,1.88,0.399224931
LaCoO3,10.0,rep3,1.81,1.36,0.545,1.011218669,0.403703704,3.0,6.0,1.1,1.88,0.399224931
LaCoO3,10.0,rep4,1.805,1.36,0.545,1.011218669,0.403703704,3.0,6.0,1.1,1.88,0.399224931
LaCoO3,10.0,rep5,1.81,1.36,0.545,1.011218669,0.403703704,3.0,6.0,1.1,1.88,0.399224931
LaCoO3,10.0,rep6,1.808,1.36,0.545,1.011218669,0.403703704,3.0,6.0,1.1,1.88,0.399224931
LaCoO3,10.0,rep7,1.801,1.36,0.545,1.011218669,0.403703704,3.0,6.0,1.1,1.88,0.399224931
LaCoO3,10.0,rep8,1.809,1.36,0.545,1.011218669,0.403703704,3.0,6.0,1.1,1.88,0.399224931
LaCoO3,10.0,rep9,1.799,1.36,0.545,1.011218669,0.403703704,3.0,6.0,1.1,1.88,0.399224931
LaCoO3,10.0,rep10,1.721,1.36,0.545,1.011218669,0.403703704,3.0,6.0,1.1,1.88,0.399224931
LaCoO3,10.0,rep11,1.721,1.36,0.545,1.011218669,0.403703704,3.0,6.0,1.1,1.88,0.399224931
LaCoO3,10.0,rep12,1.73,1.36,0.545,1.011218669,0.403703704,3.0,6.0,1.1,1.88,0.399224931
La0.5Ca0.5CoO3,10.0,rep1,1.744,1.35,0.5375,1.011490495,0.398148148,2.5,5.5,1.05,1.88,0.3936252
La0.5Ca0.5CoO3,10.0,rep2,1.738,1.35,0.5375,1.011490495,0.398148148,2.5,5.5,1.05,1.88,0.3936252
La0.5Ca0.5CoO3,10.0,rep3,1.742,1.35,0.5375,1.011490495,0.398148148,2.5,5.5,1.05,1.88,0.3936252
La0.5Ca0.5CoO3,10.0,rep4,1.74,1.35,0.5375,1.011490495,0.398148148,2.5,5.5,1.05,1.88,0.3936252
La0.5Ca0.5CoO3,10.0,rep5,1.737,1.35,0.5375,1.011490495,0.398148148,2.5,5.5,1.05,1.88,0.3936252
La0.5Ca0.5CoO3,10.0,rep6,1.738,1.35,0.5375,1.011490495,0.398148148,2.5,5.5,1.05,1.88,0.3936252
La0.5Ca0.5CoO3,10.0,rep7,1.74,1.35,0.5375,1.011490495,0.398148148,2.5,5.5,1.05,1.88,0.3936252
La0.5Ca0.5CoO3,10.0,rep8,1.741,1.35,0.5375,1.011490495,0.398148148,2.5,5.5,1.05,1.88,0.3936252
La0.5Ca0.5CoO3,10.0,rep9,1.74,1.35,0.5375,1.011490495,0.398148148,2.5,5.5,1.05,1.88,0.3936252
La0.5Ca0.5CoO3,10.0,rep10,1.679,1.35,0.5375,1.011490495,0.398148148,2.5,5.5,1.05,1.88,0.3936252
La0.5Ca0.5CoO3,10.0,rep11,1.68,1.35,0.5375,1.011490495,0.398148148,2.5,5.5,1.05,1.88,0.3936252
La0.5Ca0.5CoO3,10.0,rep12,1.683,1.35,0.5375,1.011490495,0.398148148,2.5,5.5,1.05,1.88,0.3936252
La0.8Sr0.2CoO3,10.0,rep1,1.768,1.376,0.542,1.018801842,0.401481481,2.8,5.8,1.07,1.88,0.394072198
La0.8Sr0.2CoO3,10.0,rep2,1.766,1.376,0.542,1.018801842,0.401481481,2.8,5.8,1.07,1.88,0.394072198
La0.8Sr0.2CoO3,10.0,rep3,1.77,1.376,0.542,1.018801842,0.401481481,2.8,5.8,1.07,1.88,0.394072198
La0.8Sr0.2CoO3,10.0,rep4,1.767,1.376,0.542,1.018801842,0.401481481,2.8,5.8,1.07,1.88,0.394072198
La0.8Sr0.2CoO3,10.0,rep5,1.765,1.376,0.542,1.018801842,0.401481481,2.8,5.8,1.07,1.88,0.394072198
La0.8Sr0.2CoO3,10.0,rep6,1.768,1.376,0.542,1.018801842,0.401481481,2.8,5.8,1.07,1.88,0.394072198
La0.8Sr0.2CoO3,10.0,rep7,1.77,1.376,0.542,1.018801842,0.401481481,2.8,5.8,1.07,1.88,0.394072198
La0.8Sr0.2CoO3,10.0,rep8,1.758,1.376,0.542,1.018801842,0.401481481,2.8,5.8,1.07,1.88,0.394072198
La0.8Sr0.2CoO3,10.0,rep9,1.769,1.376,0.542,1.018801842,0.401481481,2.8,5.8,1.07,1.88,0.394072198
La0.8Sr0.2CoO3,10.0,rep10,1.681,1.376,0.542,1.018801842,0.401481481,2.8,5.8,1.07,1.88,0.394072198
La0.8Sr0.2CoO3,10.0,rep11,1.698,1.376,0.542,1.018801842,0.401481481,2.8,5.8,1.07,1.88,0.394072198
La0.8Sr0.2CoO3,10.0,rep12,1.686,1.376,0.542,1.018801842,0.401481481,2.8,5.8,1.07,1.88,0.394072198
Sr0.25La0.75Fe0.5Co0.5O3,10.0,rep1,1.773,1.38,0.5415,1.020566488,0.401111111,2.75,5.25,1.0625,1.855,0.393027907
Sr0.25La0.75Fe0.5Co0.5O3,10.0,rep2,1.767,1.38,0.5415,1.020566488,0.401111111,2.75,5.25,1.0625,1.855,0.393027907
Sr0.25La0.75Fe0.5Co0.5O3,10.0,rep3,1.767,1.38,0.5415,1.020566488,0.401111111,2.75,5.25,1.0625,1.855,0.393027907
Sr0.25La0.75Fe0.5Co0.5O3,10.0,rep4,1.776,1.38,0.5415,1.020566488,0.401111111,2.75,5.25,1.0625,1.855,0.393027907
Sr0.25La0.75Fe0.5Co0.5O3,10.0,rep5,1.766,1.38,0.5415,1.020566488,0.401111111,2.75,5.25,1.0625,1.855,0.393027907
Sr0.25La0.75Fe0.5Co0.5O3,10.0,rep6,1.781,1.38,0.5415,1.020566488,0.401111111,2.75,5.25,1.0625,1.855,0.393027907
Sr0.25La0.75Fe0.5Co0.5O3,10.0,rep7,1.771,1.38,0.5415,1.020566488,0.401111111,2.75,5.25,1.0625,1.855,0.393027907
Sr0.25La0.75Fe0.5Co0.5O3,10.0,rep8,1.773,1.38,0.5415,1.020566488,0.401111111,2.75,5.25,1.0625,1.855,0.393027907
Sr0.25La0.75Fe0.5Co0.5O3,10.0,rep9,1.769,1.38,0.5415,1.020566488,0.401111111,2.75,5.25,1.0625,1.855,0.393027907
Sr0.25La0.75Fe0.5Co0.5O3,10.0,rep10,1.714,1.38,0.5415,1.020566488,0.401111111,2.75,5.25,1.0625,1.855,0.393027907
Sr0.25La0.75Fe0.5Co0.5O3,10.0,rep11,1.728,1.38,0.5415,1.020566488,0.401111111,2.75,5.25,1.0625,1.855,0.393027907
Sr0.25La0.75Fe0.5Co0.5O3,10.0,rep12,1.71,1.38,0.5415,1.020566488,0.401111111,2.75,5.25,1.0625,1.855,0.393027907
La0.4Sr0.6CoO3,10.0,rep1,1.731,1.408,0.536,1.034040563,0.397037037,2.4,5.4,1.01,1.88,0.383966598
La0.4Sr0.6CoO3,10.0,rep2,1.749,1.408,0.536,1.034040563,0.397037037,2.4,5.4,1.01,1.88,0.383966598
La0.4Sr0.6CoO3,10.0,rep3,1.727,1.408,0.536,1.034040563,0.397037037,2.4,5.4,1.01,1.88,0.383966598
La0.4Sr0.6CoO3,10.0,rep4,1.763,1.408,0.536,1.034040563,0.397037037,2.4,5.4,1.01,1.88,0.383966598
La0.4Sr0.6CoO3,10.0,rep5,1.729,1.408,0.536,1.034040563,0.397037037,2.4,5.4,1.01,1.88,0.383966598
La0.4Sr0.6CoO3,10.0,rep6,1.746,1.408,0.536,1.034040563,0.397037037,2.4,5.4,1.01,1.88,0.383966598
La0.4Sr0.6CoO3,10.0,rep7,1.736,1.408,0.536,1.034040563,0.397037037,2.4,5.4,1.01,1.88,0.383966598
La0.4Sr0.6CoO3,10.0,rep8,1.737,1.408,0.536,1.034040563,0.397037037,2.4,5.4,1.01,1.88,0.383966598
La0.4Sr0.6CoO3,10.0,rep9,1.742,1.408,0.536,1.034040563,0.397037037,2.4,5.4,1.01,1.88,0.383966598
La0.4Sr0.6CoO3,10.0,rep10,1.726,1.408,0.536,1.034040563,0.397037037,2.4,5.4,1.01,1.88,0.383966598
La0.4Sr0.6CoO3,10.0,rep11,1.714,1.408,0.536,1.034040563,0.397037037,2.4,5.4,1.01,1.88,0.383966598
La0.4Sr0.6CoO3,10.0,rep12,1.713,1.408,0.536,1.034040563,0.397037037,2.4,5.4,1.01,1.88,0.383966598
La0.2Sr0.8CoO3,10.0,rep1,1.732,1.424,0.533,1.041696341,0.394814815,2.2,5.2,0.98,1.88,0.379011425
La0.2Sr0.8CoO3,10.0,rep2,1.739,1.424,0.533,1.041696341,0.394814815,2.2,5.2,0.98,1.88,0.379011425
La0.2Sr0.8CoO3,10.0,rep3,1.747,1.424,0.533,1.041696341,0.394814815,2.2,5.2,0.98,1.88,0.379011425
La0.2Sr0.8CoO3,10.0,rep4,1.752,1.424,0.533,1.041696341,0.394814815,2.2,5.2,0.98,1.88,0.379011425
La0.2Sr0.8CoO3,10.0,rep5,1.733,1.424,0.533,1.041696341,0.394814815,2.2,5.2,0.98,1.88,0.379011425
La0.2Sr0.8CoO3,10.0,rep6,1.736,1.424,0.533,1.041696341,0.394814815,2.2,5.2,0.98,1.88,0.379011425
