perovskite_formula,current_density,repetition_index,VRHE,RA,RB,t,mu,QA,Nd,XA,XB,mu_t
Ba0.5Sr0.5Co0.8Fe0.2O3,0.05,rep3,1.508,1.525,0.528,1.0824984,0.391111111,2.0,4.8,0.92,1.87,0.361304101
Ba0.5Sr0.5Co0.8Fe0.2O3,0.05,rep4,1.508,1.525,0.528,1.0824984,0.391111111,2.0,4.8,0.92,1.87,0.361304101
Ba0.5Sr0.5Co0.8Fe0.2O3,0.05,rep5,1.505,1.525,0.528,1.0824984,0.391111111,2.0,4.8,0.92,1.87,0.361304101
Ba0.5Sr0.5Co0.8Fe0.2O3,0.05,rep6,1.511,1.525,0.528,1.0824984,0.391111111,2.0,4.8,0.92,1.87,0.361304101
Ba0.5Sr0.5Co0.8Fe0.2O3,0.05,rep7,1.508,1.525,0.528,1.0824984,0.391111111,2.0,4.8,0.92,1.87,0.361304101
Ba0.5Sr0.5Co0.8Fe0.2O3,0.05,rep8,1.511,1.525,0.528,1.0824984,0.391111111,2.0,4.8,0.92,1.87,0.361304101
Ba0.5Sr0.5Co0.8Fe0.2O3,0.05,rep9,1.671,1.525,0.528,1.0824984,0.391111111,2.0,4.8,0.92,1.87,0.361304101
Ba0.5Sr0.5Co0.8Fe0.2O3,0.05,rep10,1.652,1.525,0.528,1.0824984,0.391111111,2.0,4.8,0.92,1.87,0.361304101
Ba0.5Sr0.5Co0.8Fe0.2O3,0.05,rep11,1.622,1.525,0.528,1.0824984,0.391111111,2.0,4.8,0.92,1.87,0.361304101
Ba0.5Sr0.5Co0.8Fe0.2O3,0.05,rep12,1.662,1.525,0.528,1.0824984,0.391111111,2.0,4.8,0.92,1.87,0.361304101
BaFeO3,0.05,rep1,1.402,1.61,0.52,1.119270627,0.385185185,2.0,4.0,0.89,1.83,0.344139456
BaFeO3,0.05,rep2,1.402,1.61,0.52,1.119270627,0.385185185,2.0,4.0,0.89,1.83,0.344139456
BaFeO3,0.05,rep3,1.4,1.61,0.52,1.119270627,0.385185185,2.0,4.0,0.89,1.83,0.344139456
BaFeO3,0.05,rep4,1.398,1.61,0.52,1.119270627,0.385185185,2.0,4.0,0.89,1.83,0.344139456
BaFeO3,0.05,rep5,1.401,1.61,0.52,1.119270627,0.385185185,2.0,4.0,0.89,1.83,0.344139456
BaFeO3,0.05,rep6,1.4,1.61,0.52,1.119270627,0.385185185,2.0,4.0,0.89,1.83,0.344139456
BaFeO3,0.05,rep7,1.402,1.61,0.52,1.119270627,0.385185185,2.0,4.0,0.89,1.83,0.344139456
BaFeO3,0.05,rep8,1.401,1.61,0.52,1.119270627,0.385185185,2.0,4.0,0.89,1.83,0.344139456
BaFeO3,0.05,rep9,1.739,1.61,0.52,1.119270627,0.385185185,2.0,4.0,0.89,1.83,0.344139456
BaFeO3,0.05,rep10,1.69,1.61,0.52,1.119270627,0.385185185,2.0,4.0,0.89,1.83,0.344139456
BaFeO3,0.05,rep11,1.678,1.61,0.52,1.119270627,0.385185185,2.0,4.0,0.89,1.83,0.344139456
BaFeO3,0.05,rep12,1.964,1.61,0.52,1.119270627,0.385185185,2.0,4.0,0.89,1.83,0.344139456
LaMnO3,5.0,rep1,1.77,1.36,0.58,0.992880506,0.42962963,3.0,4.0,1.1,1.55,0.432710308
LaMnO3,5.0,rep2,1.806,1.36,0.58,0.992880506,0.42962963,3.0,4.0,1.1,1.55,0.432710308
LaMnO3,5.0,rep3,1.788,1.36,0.58,0.992880506,0.42962963,3.0,4.0,1.1,1.55,0.432710308
LaMnO3,5.0,rep4,1.775,1.36,0.58,0.992880506,0.42962963,3.0,4.0,1.1,1.55,0.432710308
LaMnO3,5.0,rep5,1.792,1.36,0.58,0.992880506,0.42962963,3.0,4.0,1.1,1.55,0.432710308
LaMnO3,5.0,rep6,1.79,1.36,0.58,0.992880506,0.42962963,3.0,4.0,1.1,1.55,0.432710308
LaMnO3,5.0,rep7,1.778,1.36,0.58,0.992880506,0.42962963,3.0,4.0,1.1,1.55,0.432710308
LaMnO3,5.0,rep8,1.79,1.36,0.58,0.992880506,0.42962963,3.0,4.0,1.1,1.55,0.432710308
LaMnO3,5.0,rep9,1.802,1.36,0.58,0.992880506,0.42962963,3.0,4.0,1.1,1.55,0.432710308
LaMnO3,5.0,rep10,1.802,1.36,0.58,0.992880506,0.42962963,3.0,4.0,1.1,1.55,0.432710308
LaMnO3,5.0,rep11,1.806,1.36,0.58,0.992880506,0.42962963,3.0,4.0,1.1,1.55,0.432710308
LaMnO3,5.0,rep12,1.8,1.36,0.58,0.992880506,0.42962963,3.0,4.0,1.1,1.55,0.432710308
LaMn0.5Ni0.5O3,5.0,rep1,1.712,1.36,0.57,0.998051759,0.422222222,3.0,5.5,1.1,1.73,0.423046419
LaMn0.5Ni0.5O3,5.0,rep2,1.732,1.36,0.57,0.998051759,0.422222222,3.0,5.5,1.1,1.73,0.423046419
LaMn0.5Ni0.5O3,5.0,rep3,1.722,1.36,0.57,0.998051759,0.422222222,3.0,5.5,1.1,1.73,0.423046419
LaMn0.5Ni0.5O3,5.0,rep4,1.719,1.36,0.57,0.998051759,0.422222222,3.0,5.5,1.1,1.73,0.423046419
LaMn0.5Ni0.5O3,5.0,rep5,1.726,1.36,0.57,0.998051759,0.422222222,3.0,5.5,1.1,1.73,0.423046419
LaMn0.5Ni0.5O3,5.0,rep6,1.732,1.36,0.57,0.998051759,0.422222222,3.0,5.5,1.1,1.73,0.423046419
LaMn0.5Ni0.5O3,5.0,rep7,1.716,1.36,0.57,0.998051759,0.422222222,3.0,5.5,1.1,1.73,0.423046419
LaMn0.5Ni0.5O3,5.0,rep8,1.722,1.36,0.57,0.998051759,0.422222222,3.0,5.5,1.1,1.73,0.423046419
LaMn0.5Ni0.5O3,5.0,rep9,1.717,1.36,0.57,0.998051759,0.422222222,3.0,5.5,1.1,1.73,0.423046419
LaMn0.5Ni0.5O3,5.0,rep10,1.731,1.36,0.57,0.998051759,0.422222222,3.0,5.5,1.1,1.73,0.423046419
LaMn0.5Ni0.5O3,5.0,rep11,1.72,1.36,0.57,0.998051759,0.422222222,3.0,5.5,1.1,1.73,0.423046419
LaMn0.5Ni0.5O3,5.0,rep12,1.724,1.36,0.57,0.998051759,0.422222222,3.0,5.5,1.1,1.73,0.423046419
LaNiO3,5.0,rep1,1.69,1.36,0.56,1.003277161,0.414814815,3.0,7.0,1.1,1.91,0.41345984
LaNiO3,5.0,rep2,1.724,1.36,0.56,1.003277161,0.414814815,3.0,7.0,1.1,1.91,0.41345984
LaNiO3,5.0,rep3,1.707,1.36,0.56,1.003277161,0.414814815,3.0,7.0,1.1,1.91,0.41345984
LaNiO3,5.0,rep4,1.711,1.36,0.56,1.003277161,0.414814815,3.0,7.0,1.1,1.91,0.41345984
LaNiO3,5.0,rep5,1.72,1.36,0.56,1.003277161,0.414814815,3.0,7.0,1.1,1.91,0.41345984
LaNiO3,5.0,rep6,1.723,1.36,0.56,1.003277161,0.414814815,3.0,7.0,1.1,1.91,0.41345984
LaNiO3,5.0,rep7,1.694,1.36,0.56,1.003277161,0.414814815,3.0,7.0,1.1,1.91,0.41345984
LaNiO3,5.0,rep8,1.71,1.36,0.56,1.003277161,0.414814815,3.0,7.0,1.1,1.91,0.41345984
LaNiO3,5.0,rep9,1.707,1.36,0.56,1.003277161,0.414814815,3.0,7.0,1.1,1.91,0.41345984
LaNiO3,5.0,rep10,1.691,1.36,0.56,1.003277161,0.414814815,3.0,7.0,1.1,1.91,0.41345984
LaNiO3,5.0,rep11,1.7,1.36,0.56,1.003277161,0.414814815,3.0,7.0,1.1,1.91,0.41345984
LaNiO3,5.0,rep12,1.717,1.36,0.56,1.003277161,0.414814815,3.0,7.0,1.1,1.91,0.41345984
LaMn0.5Cu0.5O3,5.0,rep1,1.762,1.36,0.59,0.987762565,0.437037037,3.0,6.0,1.1,1.725,0.442451508
LaMn0.5Cu0.5O3,5.0,rep2,1.791,1.36,0.59,0.987762565,0.437037037,3.0,6.0,1.1,1.725,0.442451508
LaMn0.5Cu0.5O3,5.0,rep3,1.774,1.36,0.59,0.987762565,0.437037037,3.0,6.0,1.1,1.725,0.442451508
LaMn0.5Cu0.5O3,5.0,rep4,1.79,1.36,0.59,0.987762565,0.437037037,3.0,6.0,1.1,1.725,0.442451508
LaMn0.5Cu0.5O3,5.0,rep5,1.769,1.36,0.59,0.987762565,0.437037037,3.0,6.0,1.1,1.725,0.442451508
LaMn0.5Cu0.5O3,5.0,rep6,1.76,1.36,0.59,0.987762565,0.437037037,3.0,6.0,1.1,1.725,0.442451508
LaMn0.5Cu0.5O3,5.0,rep7,1.786,1.36,0.59,0.987762565,0.437037037,3.0,6.0,1.1,1.725,0.442451508
LaMn0.5Cu0.5O3,5.0,rep8,1.777,1.36,0.59,0.987762565,0.437037037,3.0,6.0,1.1,1.725,0.442451508
LaMn0.5Cu0.5O3,5.0,rep9,1.765,1.36,0.59,0.987762565,0.437037037,3.0,6.0,1.1,1.725,0.442451508
LaMn0.5Cu0.5O3,5.0,rep10,1.771,1.36,0.59,0.987762565,0.437037037,3.0,6.0,1.1,1.725,0.442451508
LaMn0.5Cu0.5O3,5.0,rep11,1.765,1.36,0.59,0.987762565,0.437037037,3.0,6.0,1.1,1.725,0.442451508
LaMn0.5Cu0.5O3,5.0,rep12,1.783,1.36,0.59,0.987762565,0.437037037,3.0,6.0,1.1,1.725,0.442451508
LaNi0.9Fe0.1O3,5.0,rep1,1.77,1.36,0.559,1.003802712,0.414074074,3.0,6.8,1.1,1.902,0.412505435
LaNi0.9Fe0.1O3,5.0,rep2,1.809,1.36,0.559,1.003802712,0.414074074,3.0,6.8,1.1,1.902,0.412505435
LaNi0.9Fe0.1O3,5.0,rep3,1.79,1.36,0.559,1.003802712,0.414074074,3.0,6.8,1.1,1.902,0.412505435
LaNi0.9Fe0.1O3,5.0,rep4,1.798,1.36,0.559,1.003802712,0.414074074,3.0,6.8,1.1,1.902,0.412505435
LaNi0.9Fe0.1O3,5.0,rep5,1.795,1.36,0.559,1.003802712,0.414074074,3.0,6.8,1.1,1.902,0.412505435
LaNi0.9Fe0.1O3,5.0,rep6,1.788,1.36,0.559,1.003802712,0.414074074,3.0,6.8,1.1,1.902,0.412505435
LaNi0.9Fe0.1O3,5.0,rep7,1.795,1.36,0.559,1.003802712,0.414074074,3.0,6.8,1.1,1.902,0.412505435
LaNi0.9Fe0.1O3,5.0,rep8,1.795,1.36,0.559,1.003802712,0.414074074,3.0,6.8,1.1,1.902,0.412505435
LaNi0.9Fe0.1O3,5.0,rep9,1.802,1.36,0.559,1.003802712,0.414074074,3.0,6.8,1.1,1.902,0.412505435
LaNi0.9Fe0.1O3,5.0,rep10,1.788,1.36,0.559,1.003802712,0.414074074,3.0,6.8,1.1,1.902,0.412505435
LaNi0.9Fe0.1O3,5.0,rep11,1.77,1.36,0.559,1.003802712,0.414074074,3.0,6.8,1.1,1.902,0.412505435
LaNi0.9Fe0.1O3,5.0,rep12,1.79,1.36,0.559,1.003802712,0.414074074,3.0,6.8,1.1,1.902,0.412505435
LaNi0.8Fe0.2O3,5.0,rep1,1.737,1.36,0.558,1.004328814,0.413333333,3.0,6.6,1.1,1.894,0.411551802
LaNi0.8Fe0.2O3,5.0,rep2,1.78,1.36,0.558,1.004328814,0.413333333,3.0,6.6,1.1,1.894,0.411551802
LaNi0.8Fe0.2O3,5.0,rep3,1.759,1.36,0.558,1.004328814,0.413333333,3.0,6.6,1.1,1.894,0.411551802
LaNi0.8Fe0.2O3,5.0,rep4,1.749,1.36,0.558,1.004328814,0.413333333,3.0,6.6,1.1,1.894,0.411551802
LaNi0.8Fe0.2O3,5.0,rep5,1.761,1.36,0.558,1.004328814,0.413333333,3.0,6.6,1.1,1.894,0.411551802
LaNi0.8Fe0.2O3,5.0,rep6,1.747,1.36,0.558,1.004328814,0.413333333,3.0,6.6,1.1,1.894,0.411551802
LaNi0.8Fe0.2O3,5.0,rep7,1.761,1.36,0.558,1.004328814,0.413333333,3.0,6.6,1.1,1.894,0.411551802
LaNi0.8Fe0.2O3,5.0,rep8,1.742,1.36,0.558,1.004328814,0.413333333,3.0,6.6,1.1,1.894,0.411551802
LaNi0.8Fe0.2O3,5.0,rep9,1.737,1.36,0.558,1.004328814,0.413333333,3.0,6.6,1.1,1.894,0.411551802
LaNi0.8Fe0.2O3,5.0,rep10,1.756,1.36,0.558,1.004328814,0.413333333,3.0,6.6,1.1,1.894,0.411551802
LaNi0.8Fe0.2O3,5.0,rep11,1.77,1.36,0.558,1.004328814,0.413333333,3.0,6.6,1.1,1.894,0.411551802
LaNi0.8Fe0.2O3,5.0,rep12,1.748,1.36,0.558,1.004328814,0.413333333,3.0,6.6,1.1,1.894,0.411551802
LaFeO3,5.0,rep1,1.75,1.36,0.55,1.008557567,0.407407407,3.0,5.0,1.1,1.83,0.403950573
LaFeO3,5.0,rep2,1.766,1.36,0.55,1.008557567,0.407407407,3.0,5.0,1.1,1.83,0.403950573
LaFeO3,5.0,rep3,1.758,1.36,0.55,1.008557567,0.407407407,3.0,5.0,1.1,1.83,0.403950573
LaFeO3,5.0,rep4,1.76,1.36,0.55,1.008557567,0.407407407,3.0,5.0,1.1,1.83,0.403950573
LaFeO3,5.0,rep5,1.764,1.36,0.55,1.008557567,0.407407407,3.0,5.0,1.1,1.83,0.403950573
LaFeO3,5.0,rep6,1.757,1.36,0.55,1.008557567,0.407407407,3.0,5.0,1.1,1.83,0.403950573
LaFeO3,5.0,rep7,1.759,1.36,0.55,1.008557567,0.407407407,3.0,5.0,1.1,1.83,0.403950573
LaFeO3,5.0,rep8,1.755,1.36,0.55,1.008557567,0.407407407,3.0,5.0,1.1,1.83,0.403950573
LaFeO3,5.0,rep9,1.764,1.36,0.55,1.008557567,0.407407407,3.0,5.0,1.1,1.83,0.403950573
LaFeO3,5.0,rep10,1.759,1.36,0.55,1.008557567,0.407407407,3.0,5.0,1.1,1.83,0.403950573
LaFeO3,5.0,rep11,1.765,1.36,0.55,1.008557567,0.407407407,3.0,5.0,1.1,1.83,0.403950573
LaFeO3,5.0,rep12,1.752,1.36,0.55,1.008557567,0.407407407,3.0,5.0,1.1,1.83,0.403950573
La0.5Pr0.5FeO3,5.0,rep1,1.716,1.365,0.55,1.010418374,0.407407407,3.0,5.0,1.115,1.83,0.40320665
La0.5Pr0.5FeO3,5.0,rep2,1.733,1.365,0.55,1.010418374,0.407407407,3.0,5.0,1.115,1.83,0.40320665
La0.5Pr0.5FeO3,5.0,rep3,1.725,1.365,0.55,1.010418374,0.407407407,3.0,5.0,1.115,1.83,0.40320665
La0.5Pr0.5FeO3,5.0,rep4,1.726,1.365,0.55,1.010418374,0.407407407,3.0,5.0,1.115,1.83,0.40320665
La0.5Pr0.5FeO3,5.0,rep5,1.727,1.365,0.55,1.010418374,0.407407407,3.0,5.0,1.115,1.83,0.40320665
La0.5Pr0.5FeO3,5.0,rep6,1.728,1.365,0.55,1.010418374,0.407407407,3.0,5.0,1.115,1.83,0.40320665
La0.5Pr0.5FeO3,5.0,rep7,1.728,1.365,0.55,1.010418374,0.407407407,3.0,5.0,1.115,1.83,0.40320665
La0.5Pr0.5FeO3,5.0,rep8,1.722,1.365,0.55,1.010418374,0.407407407,3.0,5.0,1.115,1.83,0.40320665
La0.5Pr0.5FeO3,5.0,rep9,1.719,1.365,0.55,1.010418374,0.407407407,3.0,5.0,1.115,1.83,0.40320665
La0.5Pr0.5FeO3,5.0,rep10,1.725,1.365,0.55,1.010418374,0.407407407,3.0,5.0,1.115,1.83,0.40320665
La0.5Pr0.5FeO3,5.0,rep11,1.722,1.365,0.55,1.010418374,0.407407407,3.0,5.0,1.115,1.83,0.40320665
La0.5Pr0.5FeO3,5.0,rep12,1.725,1.365,0.55,1.010418374,0.407407407,3.0,5.0,1.115,1.83,0.40320665
PrFeO3,5.0,rep1,1.752,1.37,0.55,1.012279181,0.407407407,3.0,5.0,1.13,1.83,0.402465461
PrFeO3,5.0,rep2,1.763,1.37,0.55,1.012279181,0.407407407,3.0,5.0,1.13,1.83,0.402465461
PrFeO3,5.0,rep3,1.758,1.37,0.55,1.012279181,0.407407407,3.0,5.0,1.13,1.83,0.402465461
PrFeO3,5.0,rep4,1.755,1.37,0.55,1.012279181,0.407407407,3.0,5.0,1.13,1.83,0.402465461
PrFeO3,5.0,rep5,1.753,1.37,0.55,1.012279181,0.407407407,3.0,5.0,1.13,1.83,0.402465461
PrFeO3,5.0,rep6,1.757,1.37,0.55,1.012279181,0.407407407,3.0,5.0,1.13,1.83,0.402465461
PrFeO3,5.0,rep7,1.754,1.37,0.55,1.012279181,0.407407407,3.0,5.0,1.13,1.83,0.402465461
PrFeO3,5.0,rep8,1.753,1.37,0.55,1.012279181,0.407407407,3.0,5.0,1.13,1.83,0.402465461
PrFeO3,5.0,rep9,1.758,1.37,0.55,1.012279181,0.407407407,3.0,5.0,1.13,1.83,0.402465461
PrFeO3,5.0,rep10,1.752,1.37,0.55,1.012279181,0.407407407,3.0,5.0,1.13,1.83,0.402465461
PrFeO3,5.0,rep11,1.76,1.37,0.55,1.012279181,0.407407407,3.0,5.0,1.13,1.83,0.402465461
PrFeO3,5.0,rep12,1.752,1.37,0.55,1.012279181,0.407407407,3.0,5.0,1.13,1.83,0.402465461
LaCoO3,5.0,rep1,1.708,1.36,0.545,1.011218669,0.403703704,3.0,6.0,1.1,1.88,0.399224931
LaCoO3,5.0,rep2,1.734,1.36,0.545,1.011218669,0.403703704,3.0,6.0,1.1,1.88,0.399224931
LaCoO3,5.0,rep3,1.721,1.36,0.545,1.011218669,0.403703704,3.0,6.0,1.1,1.88,0.399224931
LaCoO3,5.0,rep4,1.728,1.36,0.545,1.011218669,0.403703704,3.0,6.0,1.1,1.88,0.399224931
LaCoO3,5.0,rep5,1.718,1.36,0.545,1.011218669,0.403703704,3.0,6.0,1.1,1.88,0.399224931
LaCoO3,5.0,rep6,1.712,1.36,0.545,1.011218669,0.403703704,3.0,6.0,1.1,1.88,0.399224931
LaCoO3,5.0,rep7,1.716,1.36,0.545,1.011218669,0.403703704,3.0,6.0,1.1,1.88,0.399224931
LaCoO3,5.0,rep8,1.722,1.36,0.545,1.011218669,0.403703704,3.0,6.0,1.1,1.88,0.399224931
LaCoO3,5.0,rep9,1.716,1.36,0.545,1.011218669,0.403703704,3.0,6.0,1.1,1.88,0.399224931
LaCoO3,5.0,rep10,1.721,1.36,0.545,1.011218669,0.403703704,3.0,6.0,1.1,1.88,0.399224931
LaCoO3,5.0,rep11,1.721,1.36,0.545,1.011218669,0.403703704,3.0,6.0,1.1,1.88,0.399224931
LaCoO3,5.0,rep12,1.73,1.36,0.545,1.011218669,0.403703704,3.0,6.0,1.1,1.88,0.399224931
La0.5Ca0.5CoO3,5.0,rep1,1.674,1.35,0.5375,1.011490495,0.398148148,2.5,5.5,1.05,1.88,0.3936252
La0.5Ca0.5CoO3,5.0,rep2,1.688,1.35,0.5375,1.011490495,0.398148148,2.5,5.5,1.05,1.88,0.3936252
La0.5Ca0.5CoO3,5.0,rep3,1.682,1.35,0.5375,1.011490495,0.398148148,2.5,5.5,1.05,1.88,0.3936252
La0.5Ca0.5CoO3,5.0,rep4,1.685,1.35,0.5375,1.011490495,0.398148148,2.5,5.5,1.05,1.88,0.3936252
La0.5Ca0.5CoO3,5.0,rep5,1.676,1.35,0.5375,1.011490495,0.398148148,2.5,5.5,1.05,1.88,0.3936252
La0.5Ca0.5CoO3,5.0,rep6,1.681,1.35,0.5375,1.011490495,0.398148148,2.5,5.5,1.05,1.88,0.3936252
La0.5Ca0.5CoO3,5.0,rep7,1.685,1.35,0.5375,1.011490495,0.398148148,2.5,5.5,1.05,1.88,0.3936252
La0.5Ca0.5CoO3,5.0,rep8,1.683,1.35,0.5375,1.011490495,0.398148148,2.5,5.5,1.05,1.88,0.3936252
La0.5Ca0.5CoO3,5.0,rep9,1.683,1.35,0.5375,1.011490495,0.398148148,2.5,5.5,1.05,1.88,0.3936252
La0.5Ca0.5CoO3,5.0,rep10,1.679,1.35,0.5375,1.011490495,0.398148148,2.5,5.5,1.05,1.88,0.3936252
La0.5Ca0.5CoO3,5.0,rep11,1.68,1.35,0.5375,1.011490495,0.398148148,2.5,5.5,1.05,1.88,0.3936252
La0.5Ca0.5CoO3,5.0,rep12,1.683,1.35,0.5375,1.011490495,0.398148148,2.5,5.5,1.05,1.88,0.3936252
La0.8Sr0.2CoO3,5.0,rep1,1.677,1.376,0.542,1.018801842,0.401481481,2.8,5.8,1.07,1.88,0.394072198
La0.8Sr0.2CoO3,5.0,rep2,1.699,1.376,0.542,1.018801842,0.401481481,2.8,5.8,1.07,1.88,0.394072198
La0.8Sr0.2CoO3,5.0,rep3,1.688,1.376,0.542,1.018801842,0.401481481,2.8,5.8,1.07,1.88,0.394072198
La0.8Sr0.2CoO3,5.0,rep4,1.689,1.376,0.542,1.018801842,0.401481481,2.8,5.8,1.07,1.88,0.394072198
La0.8Sr0.2CoO3,5.0,rep5,1.684,1.376,0.542,1.018801842,0.401481481,2.8,5.8,1.07,1.88,0.394072198
La0.8Sr0.2CoO3,5.0,rep6,1.689,1.376,0.542,1.018801842,0.401481481,2.8,5.8,1.07,1.88,0.394072198
La0.8Sr0.2CoO3,5.0,rep7,1.694,1.376,0.542,1.018801842,0.401481481,2.8,5.8,1.07,1.88,0.394072198
La0.8Sr0.2CoO3,5.0,rep8,1.687,1.376,0.542,1.018801842,0.401481481,2.8,5.8,1.07,1.88,0.394072198
La0.8Sr0.2CoO3,5.0,rep9,1.678,1.376,0.542,1.018801842,0.401481481,2.8,5.8,1.07,1.88,0.394072198
La0.8Sr0.2CoO3,5.0,rep10,1.681,1.376,0.542,1.018801842,0.401481481,2.8,5.8,1.07,1.88,0.394072198
La0.8Sr0.2CoO3,5.0,rep11,1.698,1.376,0.542,1.018801842,0.401481481,2.8,5.8,1.07,1.88,0.394072198
La0.8Sr0.2CoO3,5.0,rep12,1.686,1.376,0.542,1.018801842,0.401481481,2.8,5.8,1.07,1.88,0.394072198
Sr0.25La0.75Fe0.5Co0.5O3,5.0,rep1,1.695,1.38,0.5415,1.020566488,0.401111111,2.75,5.25,1.0625,1.855,0.393027907
Sr0.25La0.75Fe0.5Co0.5O3,5.0,rep2,1.741,1.38,0.5415,1.020566488,0.401111111,2.75,5.25,1.0625,1.855,0.393027907
Sr0.25La0.75Fe0.5Co0.5O3,5.0,rep3,1.718,1.38,0.5415,1.020566488,0.401111111,2.75,5.25,1.0625,1.855,0.393027907
Sr0.25La0.75Fe0.5Co0.5O3,5.0,rep4,1.73,1.38,0.5415,1.020566488,0.401111111,2.75,5.25,1.0625,1.855,0.393027907
Sr0.25La0.75Fe0.5Co0.5O3,5.0,rep5,1.733,1.38,0.5415,1.020566488,0.401111111,2.75,5.25,1.0625,1.855,0.393027907
Sr0.25La0.75Fe0.5Co0.5O3,5.0,rep6,1.703,1.38,0.5415,1.020566488,0.401111111,2.75,5.25,1.0625,1.855,0.393027907
Sr0.25La0.75Fe0.5Co0.5O3,5.0,rep7,1.728,1.38,0.5415,1.020566488,0.401111111,2.75,5.25,1.0625,1.855,0.393027907
Sr0.25La0.75Fe0.5Co0.5O3,5.0,rep8,1.722,1.38,0.5415,1.020566488,0.401111111,2.75,5.25,1.0625,1.855,0.393027907
Sr0.25La0.75Fe0.5Co0.5O3,5.0,rep9,1.701,1.38,0.5415,1.020566488,0.401111111,2.75,5.25,1.0625,1.855,0.393027907
Sr0.25La0.75Fe0.5Co0.5O3,5.0,rep10,1.714,1.38,0.5415,1.020566488,0.401111111,2.75,5.25,1.0625,1.855,0.393027907
Sr0.25La0.75Fe0.5Co0.5O3,5.0,rep11,1.728,1.38,0.5415,1.020566488,0.401111111,2.75,5.25,1.0625,1.855,0.393027907
Sr0.25La0.75Fe0.5Co0.5O3,5.0,rep12,1.71,1.38,0.5415,1.020566488,0.401111111,2.75,5.25,1.0625,1.855,0.393027907
La0.4Sr0.6CoO3,5.0,rep1,1.66,1.408,0.536,1.034040563,0.397037037,2.4,5.4,1.01,1.88,0.383966598
La0.4Sr0.6CoO3,5.0,rep2,1.73,1.408,0.536,1.034040563,0.397037037,2.4,5.4,1.01,1.88,0.383966598
La0.4Sr0.6CoO3,5.0,rep3,1.695,1.408,0.536,1.034040563,0.397037037,2.4,5.4,1.01,1.88,0.383966598
La0.4Sr0.6CoO3,5.0,rep4,1.694,1.408,0.536,1.034040563,0.397037037,2.4,5.4,1.01,1.88,0.383966598
La0.4Sr0.6CoO3,5.0,rep5,1.691,1.408,0.536,1.034040563,0.397037037,2.4,5.4,1.01,1.88,0.383966598
La0.4Sr0.6CoO3,5.0,rep6,1.663,1.408,0.536,1.034040563,0.397037037,2.4,5.4,1.01,1.88,0.383966598
La0.4Sr0.6CoO3,5.0,rep7,1.715,1.408,0.536,1.034040563,0.397037037,2.4,5.4,1.01,1.88,0.383966598
La0.4Sr0.6CoO3,5.0,rep8,1.706,1.408,0.536,1.034040563,0.397037037,2.4,5.4,1.01,1.88,0.383966598
La0.4Sr0.6CoO3,5.0,rep9,1.685,1.408,0.536,1.034040563,0.397037037,2.4,5.4,1.01,1.88,0.383966598
La0.4Sr0.6CoO3,5.0,rep10,1.726,1.408,0.536,1.034040563,0.397037037,2.4,5.4,1.01,1.88,0.383966598
La0.4Sr0.6CoO3,5.0,rep11,1.714,1.408,0.536,1.034040563,0.397037037,2.4,5.4,1.01,1.88,0.383966598
La0.4Sr0.6CoO3,5.0,rep12,1.713,1.408,0.536,1.034040563,0.397037037,2.4,5.4,1.01,1.88,0.383966598
La0.2Sr0.8CoO3,5.0,rep1,1.661,1.424,0.533,1.041696341,0.394814815,2.2,5.2,0.98,1.88,0.379011425
La0.2Sr0.8CoO3,5.0,rep2,1.7,1.424,0.533,1.041696341,0.394814815,2.2,5.2,0.98,1.88,0.379011425
La0.2Sr0.8CoO3,5.0,rep3,1.681,1.424,0.533,1.041696341,0.394814815,2.2,5.2,0.98,1.88,0.379011425
La0.2Sr0.8CoO3,5.0,rep4,1.675,1.424,0.533,1.041696341,0.394814815,2.2,5.2,0.98,1.88,0.379011425
La0.2Sr0.8CoO3,5.0,rep5,1.691,1.424,0.533,1.041696341,0.394814815,2.2,5.2,0.98,1.88,0.379011425
La0.2Sr0.8CoO3,5.0,rep6,1.662,1.424,0.533,1.041696341,0.394814815,2.2,5.2,0.98,1.88,0.379011425
La0.2Sr0.8CoO3,5.0,rep7,1.683,1.424,0.533,1.041696341,0.394814815,2.2,5.2,0.98,1.88,0.379011425
La0.2Sr0.8CoO3,5.0,rep8,1.699,1.424,0.533,1.041696341,0.394814815,2.2,5.2,0.98,1.88,0.379011425
La0.2Sr0.8CoO3,5.0,rep9,1.682,1.424,0.533,1.041696341,0.394814815,2.2,5.2,0.98,1.88,0.379011425
La0.2Sr0.8CoO3,5.0,rep10,1.698,1.424,0.533,1.041696341,0.394814815,2.2,5.2,0.98,1.88,0.379011425
La0.2Sr0.8CoO3,5.0,rep11,1.667,1.424,0.533,1.041696341,0.394814815,2.2,5.2,0.98,1.88,0.379011425
La0.2Sr0.8CoO3,5.0,rep12,1.664,1.424,0.533,1.041696341,0.394814815,2.2,5.2,0.98,1.88,0.379011425
SrCoO3,5.0,rep1,1.658,1.44,0.53,1.049376553,0.392592593,2.0,5.0,0.95,1.88,0.374119844
SrCoO3,5.0,rep2,1.682,1.44,0.53,1.049376553,0.392592593,2.0,5.0,0.95,1.88,0.374119844
SrCoO3,5.0,rep3,1.67,1.44,0.53,1.049376553,0.392592593,2.0,5.0,0.95,1.88,0.374119844
SrCoO3,5.0,rep4,1.675,1.44,0.53,1.049376553,0.392592593,2.0,5.0,0.95,1.88,0.374119844
